id_persona,CURP,nombre,apellido_paterno,apellido_materno,sexo,año_nacimiento,edad_censo_2020,estado,municipio,localidad,clave_geo,AGEB,MZA,lat,lon,nivel_educativo,estado_civil,num_dependientes,tipo_vivienda,acceso_agua,acceso_drenaje,acceso_electricidad,tiene_internet,tiene_computadora,hacinamiento_index,religion,habla_lengua_indigena
516,FKRU120309MNLHWDGT7,Fernanda,Gómez,Garza,Mujer,2012,8,Nuevo León,Guadalupe,Col. Obrera,19026,3801,039,25.680066,-100.288351,Preparatoria,Soltero(a),0,Casa prestada,Sí,Sí,Sí,Sí,Sí,2.9,Católica,Sí
517,TDEN080809HNLBBYGL0,Juan,Jiménez,Garza,Hombre,2008,12,Nuevo León,San Pedro Garza García,Valle Norte,19041,2715,029,25.654689,-100.416637,Licenciatura,Casado(a),1,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.67,Católica,No
518,OSZK120119HNLFCYPD7,Roberto,Villarreal,Herrera,Hombre,2012,8,Nuevo León,Monterrey,Col. Obrera,19019,3004,031,25.6998,-100.331744,Licenciatura,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,3.52,Católica,No
519,HWSH091222HNLMHKJN0,Manuel,Longoria,Cantú,Hombre,2009,11,Nuevo León,Juárez,Colinas de San Jerónimo,19031,8976,017,25.662063,-100.11344,Primaria completa,Soltero(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.95,Católica,No
520,TGYC121119HNLSYKYY0,Mario,Ruiz,Vázquez,Hombre,2012,8,Nuevo León,General Escobedo,Contry,19021,3306,027,25.812279,-100.339039,Licenciatura,Casado(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.66,Testigo de Jehová,No
521,CTRZ110806HNLXYFZW4,Rubén,Morales,Sánchez,Hombre,2011,9,Nuevo León,Santa Catarina,El Mirador,19046,2405,008,25.698922,-100.461614,Posgrado,Soltero(a),4,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,4.1,Católica,No
522,YXPW090501MNLLRCJG3,Alejandra,Hernández,López,Mujer,2009,11,Nuevo León,Apodaca,El Mirador,19006,9426,049,25.808397,-100.16441,Preparatoria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.28,Católica,No
523,PQYU101228MNLYLLLF4,Ana,Cavazos,Castro,Mujer,2010,10,Nuevo León,Monterrey,La Finca,19019,5295,031,25.691287,-100.304287,Licenciatura,Soltero(a),1,Casa prestada,Sí,Sí,Sí,Sí,No,3.59,Católica,No
524,OQCQ090721MNLGSQVW5,Patricia,Ramírez,Cantú,Mujer,2009,11,Nuevo León,San Nicolás de los Garza,Colonia Centro,19039,2414,007,25.759373,-100.297227,Licenciatura,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,2.77,Cristiana evangélica,No
525,FBJT110904HNLYRKZR6,Diego,Salinas,Salinas,Hombre,2011,9,Nuevo León,San Nicolás de los Garza,Las Puentes,19039,1615,037,25.739123,-100.29569,Primaria completa,Soltero(a),2,Casa propia pagada,Sí,Sí,Sí,No,No,2.59,Testigo de Jehová,No
526,SZGU120708MNLRSPBR6,Karla,López,Salinas,Mujer,2012,8,Nuevo León,General Zuazua,Paseo de San Patricio,19023,4672,016,25.902913,-100.123268,Primaria completa,Divorciado(a),2,Casa propia (crédito),Sí,Sí,Sí,No,Sí,2.16,Cristiana evangélica,No
527,HOJU090911MNLBCQGV5,Ximena,López,Treviño,Mujer,2009,11,Nuevo León,San Pedro Garza García,Cumbres,19041,7084,039,25.68659,-100.402014,Preparatoria,Soltero(a),4,Casa propia (crédito),Sí,No,Sí,No,No,3.63,Católica,No
528,NPFL080810HNLSCWVM8,Mario,Hernández,de León,Hombre,2008,12,Nuevo León,Guadalupe,Contry,19026,8039,019,25.692294,-100.254971,Secundaria,Unión libre,0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.93,Católica,No
529,FYYB101001HNLQJNTK8,Ricardo,Treviño,Guerrero,Hombre,2010,10,Nuevo León,Santa Catarina,La Finca,19046,6381,039,25.662934,-100.437801,Licenciatura,Unión libre,2,Casa propia pagada,Sí,Sí,Sí,No,No,3.7,Sin religión,No
530,PNQM120828MNLVGTPW9,Adriana,Herrera,Cruz,Mujer,2012,8,Nuevo León,Monterrey,Valle Oriente,19019,9823,038,25.69862,-100.29674,Secundaria,Casado(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.31,Católica,No
531,JZFM121014MNLDNQSB4,Isabella,Ramírez,Guerrero,Mujer,2012,8,Nuevo León,General Escobedo,Contry,19021,1452,043,25.785943,-100.316708,Primaria incompleta,Unión libre,1,Casa prestada,Sí,Sí,Sí,No,Sí,3.99,Testigo de Jehová,No
532,QEEG091014MNLSPJFG0,Valeria,Hernández,Ramírez,Mujer,2009,11,Nuevo León,Guadalupe,Col. Independencia,19026,6924,030,25.681401,-100.258146,Técnico superior,Soltero(a),3,Casa rentada,Sí,Sí,Sí,Sí,No,3.03,Católica,No
533,FAHK100714MNLHFJLX0,Alejandra,Cruz,Sánchez,Mujer,2010,10,Nuevo León,Monterrey,Residencial San Agustín,19019,9195,045,25.686886,-100.330338,Preparatoria,Casado(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.02,Católica,No
534,YOIW121008MNLMDZQR4,Isabella,Longoria,Díaz,Mujer,2012,8,Nuevo León,Montemorelos,Las Puentes,19033,2437,026,25.20265,-99.810734,Primaria completa,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,No,No,2.04,Cristiana evangélica,No
535,YCCN120502HNLHSSCM8,Sergio,Gómez,Muñoz,Hombre,2012,8,Nuevo León,García,Col. Obrera,19018,5702,046,25.818903,-100.571979,Secundaria,Soltero(a),0,Casa prestada,Sí,Sí,Sí,Sí,Sí,1.87,Otra,No
536,DXAS090913MNLKCPZK6,Claudia,Salinas,Ramírez,Mujer,2009,11,Nuevo León,Juárez,Col. Independencia,19031,8750,005,25.647899,-100.067435,Preparatoria,Divorciado(a),3,Casa prestada,No,Sí,Sí,No,No,2.14,Católica,No
537,BSIE090714MNLHWNLQ8,Daniela,González,Rivera,Mujer,2009,11,Nuevo León,Guadalupe,Las Puentes,19026,5101,007,25.683888,-100.243743,Técnico superior,Soltero(a),4,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,3.74,Católica,No
538,CFFQ110315HNLKVVWD5,Rubén,Gómez,Ramos,Hombre,2011,9,Nuevo León,San Nicolás de los Garza,Paseo de San Patricio,19039,3570,005,25.761141,-100.292422,Licenciatura,Casado(a),0,Casa prestada,Sí,Sí,Sí,Sí,Sí,1.24,Católica,No
539,VPMH090912MNLDKBJF2,Valeria,Gómez,Salinas,Mujer,2009,11,Nuevo León,Monterrey,Contry,19019,6187,013,25.703181,-100.308136,Primaria incompleta,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,1.64,Católica,No
540,RLYM090618HNLGMXLC4,Salvador,Torres,Martínez,Hombre,2009,11,Nuevo León,San Nicolás de los Garza,San Bernabé,19039,1639,002,25.753053,-100.289518,Secundaria,Soltero(a),1,Casa prestada,Sí,Sí,Sí,Sí,No,2.38,Católica,No
541,SWDQ110620MNLKQXVN7,Mariana,Guerrero,de León,Mujer,2011,9,Nuevo León,Juárez,Colonia Centro,19031,8431,005,25.652203,-100.105619,Preparatoria,Casado(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.67,Católica,No
542,JQFH100112HNLYPSGN3,Roberto,Ramos,Rodríguez,Hombre,2010,10,Nuevo León,General Escobedo,Mitras Centro,19021,5800,031,25.816379,-100.329291,Preparatoria,Casado(a),0,Casa prestada,Sí,Sí,Sí,Sí,Sí,0.87,Sin religión,No
543,GEKE100408MNLYFJYT7,Laura,Rodríguez,Mendoza,Mujer,2010,10,Nuevo León,Apodaca,San Bernabé,19006,3597,011,25.802029,-100.172515,Técnico superior,Separado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.04,Cristiana evangélica,No
544,EULD090115HNLFVHZP5,Diego,Muñoz,Herrera,Hombre,2009,11,Nuevo León,Apodaca,Valle Oriente,19006,4032,011,25.763864,-100.178456,Posgrado,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,No,Sí,2.26,Católica,No
545,JIWA110514HNLYLCWM8,Carlos,Mendoza,Ramos,Hombre,2011,9,Nuevo León,García,Residencial San Agustín,19018,7180,039,25.828097,-100.599755,Licenciatura,Casado(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,3.8,Católica,No
546,CYTM110222HNLZJTMZ3,Carlos,Muñoz,Jiménez,Hombre,2011,9,Nuevo León,Guadalupe,Col. Independencia,19026,3408,014,25.663997,-100.261945,Preparatoria,Casado(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,No,3.91,Católica,No
547,RATR110406MNLGJGDQ7,Daniela,Reyes,Álvarez,Mujer,2011,9,Nuevo León,Santiago,Col. Obrera,19048,3170,027,25.427402,-100.144781,Preparatoria,Casado(a),0,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.46,Católica,Sí
548,WSAR100908HNLCZYMR8,Salvador,Reyes,Castro,Hombre,2010,10,Nuevo León,San Nicolás de los Garza,Paseo de San Patricio,19039,4555,016,25.727498,-100.309773,Primaria incompleta,Casado(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,No,0.84,Católica,No
549,WGRC120915MNLZDRGV3,Patricia,Flores,Cavazos,Mujer,2012,8,Nuevo León,Santa Catarina,Col. Independencia,19046,8196,003,25.679646,-100.45077,Posgrado,Casado(a),0,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,2.47,Católica,No
550,ODUT080215HNLYSNFT3,Eduardo,Sánchez,Jiménez,Hombre,2008,12,Nuevo León,Monterrey,Mitras Centro,19019,1013,007,25.671333,-100.30594,Sin escolaridad,Soltero(a),1,Casa prestada,Sí,Sí,Sí,No,Sí,3.64,Cristiana evangélica,No
551,HEPD080625HNLHNVRX5,Diego,Cavazos,Martínez,Hombre,2008,12,Nuevo León,Monterrey,Zona Industrial,19019,1873,002,25.685581,-100.314851,Preparatoria,Soltero(a),3,Casa propia pagada,Sí,Sí,Sí,Sí,No,0.83,Cristiana evangélica,No
552,MJIM080912MNLPCZCK5,Adriana,Castro,Salinas,Mujer,2008,12,Nuevo León,Juárez,Mitras Centro,19031,5825,035,25.644288,-100.114489,Secundaria,Soltero(a),5,Casa propia pagada,Sí,Sí,Sí,Sí,No,4.06,Sin religión,No
553,LLWE081218HNLNCTBP3,Salvador,Herrera,Vázquez,Hombre,2008,12,Nuevo León,Apodaca,Col. Independencia,19006,1275,038,25.774904,-100.200799,Secundaria,Soltero(a),3,Casa prestada,Sí,Sí,Sí,No,Sí,2.94,Católica,No
554,KNKP080406MNLMMFDD9,Valentina,Cantú,Muñoz,Mujer,2008,12,Nuevo León,San Nicolás de los Garza,El Mirador,19039,9765,026,25.692399,-100.290605,Preparatoria,Unión libre,1,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,0.84,Católica,No
555,FFRL080910HNLZZXNJ8,Luis,Ortiz,Guerrero,Hombre,2008,12,Nuevo León,Monterrey,Paseo de San Patricio,19019,1543,020,25.704922,-100.312893,Técnico superior,Soltero(a),3,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.22,Sin religión,No
556,CZIJ100616HNLXFLKW1,Carlos,Mendoza,Rivera,Hombre,2010,10,Nuevo León,Juárez,Valle Oriente,19031,2806,020,25.649917,-100.085109,Preparatoria,Casado(a),0,Casa rentada,Sí,Sí,Sí,No,No,0.86,Testigo de Jehová,No
557,ZZIK120310HNLSDVRW1,Antonio,Ramos,Ramos,Hombre,2012,8,Nuevo León,General Escobedo,Colinas de San Jerónimo,19021,7115,038,25.825225,-100.293845,Posgrado,Divorciado(a),0,Casa propia pagada,Sí,Sí,Sí,No,Sí,2.05,Testigo de Jehová,No
558,OCDR080118MNLYJJDG5,Sofía,Díaz,de León,Mujer,2008,12,Nuevo León,Apodaca,Mitras Centro,19006,8983,048,25.779825,-100.180578,Preparatoria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.16,Católica,No
559,UROZ081019HNLKKWTZ9,Salvador,Villarreal,García,Hombre,2008,12,Nuevo León,García,Colinas de San Jerónimo,19018,8844,032,25.797868,-100.589797,Preparatoria,Viudo(a),3,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,1.79,Católica,No
560,OEBZ081128HNLDTGZM7,Rubén,Vázquez,Díaz,Hombre,2008,12,Nuevo León,García,Valle Norte,19018,4848,003,25.828053,-100.607467,Licenciatura,Unión libre,1,Casa propia (crédito),Sí,Sí,Sí,No,No,0.58,Católica,No
561,SPRU100215HNLTHVGJ7,Salvador,Herrera,Gómez,Hombre,2010,10,Nuevo León,Apodaca,Valle Norte,19006,3713,027,25.75097,-100.1624,Preparatoria,Soltero(a),3,Casa rentada,Sí,Sí,Sí,Sí,Sí,2.99,Cristiana evangélica,No
562,PUIK100915HNLTFMLP0,Rubén,Muñoz,Muñoz,Hombre,2010,10,Nuevo León,Monterrey,La Finca,19019,7837,046,25.668828,-100.298182,Preparatoria,Unión libre,0,Cuarto en vecindad,Sí,Sí,Sí,No,Sí,2.63,Sin religión,No
563,TEZJ120914HNLKCJLX4,Rafael,Garza,Ramírez,Hombre,2012,8,Nuevo León,García,Valle Norte,19018,4675,036,25.792645,-100.588392,Licenciatura,Casado(a),3,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.05,Católica,No
564,HGUF091219MNLCTJVK0,Natalia,Ramírez,García,Mujer,2009,11,Nuevo León,Pesquería,Col. Obrera,19034,4244,045,25.759204,-99.995466,Preparatoria,Soltero(a),0,Casa rentada,Sí,No,Sí,Sí,Sí,1.76,Testigo de Jehová,No
565,SYPT121124MNLVXLKF4,Ana,Torres,Cantú,Mujer,2012,8,Nuevo León,Monterrey,Col. Independencia,19019,3495,009,25.675859,-100.348105,Licenciatura,Soltero(a),1,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.47,Otra,No
566,JKPJ120623HNLQRMGR3,Roberto,Jiménez,Garza,Hombre,2012,8,Nuevo León,Guadalupe,Residencial San Agustín,19026,2485,032,25.706629,-100.260922,Preparatoria,Casado(a),2,Casa prestada,Sí,Sí,Sí,Sí,No,1.58,Católica,No
567,TWDK120606MNLSHVMM3,Ximena,Ramos,Cruz,Mujer,2012,8,Nuevo León,Monterrey,Mitras Centro,19019,3405,029,25.679261,-100.310218,Licenciatura,Soltero(a),1,Casa rentada,Sí,No,Sí,Sí,Sí,0.52,Católica,No
568,TKWB080301HNLLZKXB4,Fernando,Salinas,Ramírez,Hombre,2008,12,Nuevo León,Apodaca,La Finca,19006,4911,017,25.765204,-100.171549,Secundaria,Casado(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,4.0,Católica,No
569,QKGK101122HNLGVMHM8,Óscar,Guerrero,Morales,Hombre,2010,10,Nuevo León,García,Colonia Centro,19018,5064,032,25.809098,-100.614058,Preparatoria,Divorciado(a),1,Casa rentada,Sí,Sí,Sí,No,No,3.04,Católica,No
570,CWXH120808MNLKVNMY2,Sofía,Sánchez,Cruz,Mujer,2012,8,Nuevo León,Monterrey,Col. Independencia,19019,1805,007,25.66719,-100.318997,Licenciatura,Soltero(a),1,Casa rentada,Sí,Sí,Sí,Sí,Sí,1.39,Católica,No
571,ARMG120226MNLVCLFX0,Daniela,Díaz,Cruz,Mujer,2012,8,Nuevo León,Juárez,Paseo de San Patricio,19031,3083,029,25.649415,-100.093365,Preparatoria,Casado(a),1,Casa prestada,Sí,No,Sí,Sí,Sí,1.03,Sin religión,No
572,LJOC120414MNLNXCSG7,María,Vázquez,Treviño,Mujer,2012,8,Nuevo León,Salinas Victoria,Mitras Centro,19044,5201,009,26.002847,-100.296639,Preparatoria,Casado(a),5,Casa prestada,Sí,Sí,Sí,No,Sí,2.32,Católica,No
573,CLDD100922HNLMPMDF3,Sergio,Muñoz,Ruiz,Hombre,2010,10,Nuevo León,San Nicolás de los Garza,Colonia Centro,19039,9403,015,25.762964,-100.300078,Licenciatura,Soltero(a),3,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.72,Católica,No
574,FDWT081110HNLCGMFP8,Andrés,Díaz,Medina,Hombre,2008,12,Nuevo León,Cadereyta Jiménez,Col. Obrera,19010,1411,045,25.611427,-99.972251,Licenciatura,Casado(a),2,Casa rentada,No,Sí,Sí,No,Sí,3.35,Sin religión,Sí
575,ADHB090813HNLHKVVP4,Diego,Muñoz,Garza,Hombre,2009,11,Nuevo León,Monterrey,Mitras Centro,19019,7904,016,25.682412,-100.305913,Secundaria,Divorciado(a),5,Casa prestada,Sí,Sí,Sí,No,Sí,1.11,Católica,No
576,YBGK101012HNLKGNPY5,Héctor,López,Gómez,Hombre,2010,10,Nuevo León,San Pedro Garza García,Zona Industrial,19041,1997,046,25.670685,-100.41303,Preparatoria,Soltero(a),0,Cuarto en vecindad,Sí,Sí,Sí,No,Sí,2.23,Católica,No
577,FKNE110110HNLLHYMH5,Rodrigo,Gómez,López,Hombre,2011,9,Nuevo León,Guadalupe,Contry,19026,7804,011,25.670432,-100.25049,Preparatoria,Casado(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,No,0.75,Católica,No
578,WQYI080308HNLQSHNK7,José,Garza,Jiménez,Hombre,2008,12,Nuevo León,General Escobedo,La Finca,19021,8645,013,25.770464,-100.313117,Secundaria,Casado(a),1,Casa rentada,Sí,Sí,Sí,No,No,2.12,Católica,No
579,XDGB081103MNLFTHBC8,Cristina,Medina,Hernández,Mujer,2008,12,Nuevo León,Monterrey,Valle Oriente,19019,1026,024,25.676407,-100.316424,Secundaria,Soltero(a),0,Casa prestada,Sí,No,Sí,Sí,Sí,2.61,Católica,No
580,JLDV100309MNLBCRGN1,Isabella,Medina,Pérez,Mujer,2010,10,Nuevo León,Pesquería,El Mirador,19034,2199,023,25.758419,-99.976971,Licenciatura,Casado(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,No,1.74,Sin religión,No
581,GTSA000717MTSKVQDC8,Cristina,Hernández,Garza,Mujer,2000,20,Tamaulipas,Nuevo Laredo,Barrio Antiguo,28203,7012,013,27.477971,-99.490336,Preparatoria,Casado(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.13,Cristiana evangélica,No
582,SBWU690217HTSJNRDD8,Andrés,Ramos,Vázquez,Hombre,1969,51,Tamaulipas,Reynosa,Col. Oriente,28876,1126,046,26.088371,-98.256695,Licenciatura,Separado(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,3.3,Cristiana evangélica,No
583,GWEC070117MTSNNFJT3,Camila,Lara,Sánchez,Mujer,2007,13,Tamaulipas,Ciudad Victoria,Col. Oriente,28281,4983,001,23.75562,-99.168357,Preparatoria,Unión libre,1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,2.05,Católica,No
584,LBIT061204HTSMJWYL8,Diego,González,Álvarez,Hombre,2006,14,Tamaulipas,Matamoros,Col. Oriente,28848,8968,015,25.872163,-97.484687,Licenciatura,Casado(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,No,1.39,Otra,No
585,FDZW661105MTSVMDYR1,Fernanda,Hernández,Cruz,Mujer,1966,54,Tamaulipas,Nuevo Laredo,Col. Oriente,28710,1534,002,27.462749,-99.520616,Preparatoria,Casado(a),5,Casa propia pagada,Sí,Sí,No,Sí,No,2.0,Católica,No
586,MGJS651106HTSXFNNZ2,Rodrigo,Rodríguez,Herrera,Hombre,1965,55,Tamaulipas,Reynosa,Centro Histórico,28948,3990,005,26.089575,-98.286794,Licenciatura,Soltero(a),1,Casa propia pagada,Sí,Sí,Sí,No,Sí,3.65,Cristiana evangélica,No
587,JTQS810811HTSHFJKN6,Marco,Lara,Cantú,Hombre,1981,39,Tamaulipas,Tampico,Col. Sur,28715,1503,038,22.24716,-97.88617,Secundaria,Casado(a),1,Casa prestada,Sí,Sí,Sí,Sí,Sí,2.25,Cristiana evangélica,No
588,ICBH961127MTSCYQRS7,Valentina,Ramos,Herrera,Mujer,1996,24,Tamaulipas,Ciudad Victoria,Zona Rosa,28865,8908,036,23.743647,-99.177994,Secundaria,Soltero(a),0,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,0.95,Católica,No
589,GKPV010925MTSVMJSB0,Daniela,Gómez,de León,Mujer,2001,19,Tamaulipas,Nuevo Laredo,Col. Moderna,28369,1745,040,27.517304,-99.504552,Preparatoria,Soltero(a),3,Casa prestada,Sí,Sí,Sí,Sí,No,4.12,Católica,No
590,RNCW701013HTSGDCDV2,Manuel,Ruiz,Mendoza,Hombre,1970,50,Tamaulipas,Matamoros,Col. Oriente,28745,1640,029,25.881466,-97.553412,Primaria completa,Casado(a),2,Casa propia pagada,Sí,Sí,Sí,Sí,No,1.88,Sin religión,No
591,QTVL980721HTSFJDNB9,Miguel,Herrera,Ramos,Hombre,1998,22,Tamaulipas,Reynosa,Fraccionamiento Las Palmas,28546,3086,016,26.088659,-98.296703,Licenciatura,Casado(a),4,Casa prestada,Sí,Sí,Sí,Sí,Sí,2.09,Testigo de Jehová,No
592,JLXX690402MTSPCHHX5,Gabriela,Vázquez,Reyes,Mujer,1969,51,Tamaulipas,Ciudad Victoria,Barrio Antiguo,28689,8461,041,23.72472,-99.139888,Secundaria,Casado(a),0,Cuarto en vecindad,Sí,Sí,Sí,No,Sí,0.74,Sin religión,No
593,WYWS971228HTSHPKWY4,Rodrigo,Mendoza,García,Hombre,1997,23,Tamaulipas,Ciudad Victoria,Barrio Antiguo,28998,8451,033,23.701165,-99.17042,Preparatoria,Casado(a),3,Casa rentada,Sí,No,Sí,Sí,No,1.31,Testigo de Jehová,No
594,QJEP030304HTSLKKWV9,Rubén,Cantú,Hernández,Hombre,2003,17,Tamaulipas,Reynosa,Zona Rosa,28869,1858,045,26.117633,-98.259005,Posgrado,Soltero(a),0,Casa rentada,Sí,Sí,Sí,Sí,No,3.75,Católica,No
595,YCWV020814MTSGZVHN8,Daniela,Lara,Reyes,Mujer,2002,18,Tamaulipas,Reynosa,Col. Norte,28118,5111,039,26.057312,-98.300304,Secundaria,Soltero(a),1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,3.43,Sin religión,No
596,JBTX780614MTSWCPHS4,Brenda,Morales,Longoria,Mujer,1978,42,Tamaulipas,Reynosa,Col. Oriente,28738,3106,030,26.076224,-98.271395,Licenciatura,Divorciado(a),2,Casa rentada,Sí,Sí,Sí,No,Sí,4.03,Católica,No
597,BAIK780521MTSHZDJH2,María,Cavazos,Mendoza,Mujer,1978,42,Tamaulipas,Matamoros,Zona Rosa,28688,9565,030,25.859366,-97.507562,Técnico superior,Casado(a),3,Casa propia pagada,Sí,Sí,Sí,No,No,2.57,Cristiana evangélica,No
598,ESLK840710HTSLFWMY1,Javier,Cantú,Martínez,Hombre,1984,36,Tamaulipas,Ciudad Victoria,Zona Rosa,28925,3300,044,23.765206,-99.133324,Primaria incompleta,Soltero(a),3,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,0.61,Católica,No
599,PEAL880317MTSRRJFS7,Gabriela,Lara,Hernández,Mujer,1988,32,Tamaulipas,Reynosa,Zona Rosa,28778,4174,040,26.127922,-98.296517,Preparatoria,Unión libre,1,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,0.73,Católica,No
600,VFDK891216HTSCYQQT5,Juan,Ortiz,Ramos,Hombre,1989,31,Tamaulipas,Ciudad Victoria,Centro Histórico,28566,9687,006,23.728181,-99.129113,Licenciatura,Casado(a),0,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,1.09,Católica,No
601,GOVC000209HTSFWLWR9,Eduardo,Herrera,Ramos,Hombre,2000,20,Tamaulipas,Reynosa,Col. Moderna,28526,6258,002,26.068738,-98.242639,Preparatoria,Soltero(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,No,1.86,Católica,No
602,QUTT080511HTSLTLLL9,Mario,Ortiz,Martínez,Hombre,2008,12,Tamaulipas,Nuevo Laredo,Col. Norte,28102,3603,045,27.467135,-99.526137,Técnico superior,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,Sí,0.6,Católica,No
603,DPOJ830715HTSHFGJC1,Ricardo,Lara,Ramos,Hombre,1983,37,Tamaulipas,Reynosa,Col. Sur,28719,1240,043,26.113569,-98.277882,Secundaria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,No,3.83,Católica,No
604,NQSA760502MTSSLXKZ4,María,Garza,Villarreal,Mujer,1976,44,Tamaulipas,Nuevo Laredo,Barrio Antiguo,28822,2414,015,27.476363,-99.511363,Posgrado,Soltero(a),2,Casa rentada,Sí,Sí,Sí,Sí,No,2.44,Católica,No
605,FMNU800307HTSNSGVR3,Javier,Flores,Medina,Hombre,1980,40,Tamaulipas,Nuevo Laredo,Fraccionamiento Las Palmas,28235,6952,013,27.470094,-99.520862,Técnico superior,Casado(a),1,Casa rentada,No,Sí,Sí,Sí,No,1.33,Católica,No
606,FWBH731127MTSZLHBF8,Verónica,Flores,Torres,Mujer,1973,47,Tamaulipas,Reynosa,Centro Histórico,28868,9651,043,26.066894,-98.273082,Licenciatura,Soltero(a),0,Casa prestada,Sí,Sí,Sí,Sí,Sí,1.88,Católica,No
607,XGVF000711HTSNSWWF6,Sergio,Jiménez,González,Hombre,2000,20,Tamaulipas,Matamoros,Centro Histórico,28678,8972,011,25.894715,-97.512185,Preparatoria,Casado(a),0,Casa propia (crédito),Sí,Sí,Sí,Sí,Sí,3.74,Católica,No
608,YJDT970325MTSDYGGK5,Brenda,Treviño,Villarreal,Mujer,1997,23,Tamaulipas,Matamoros,Col. Oriente,28462,8382,011,25.873428,-97.516361,Primaria incompleta,Unión libre,0,Casa rentada,Sí,Sí,Sí,No,Sí,1.28,Cristiana evangélica,No
609,TFKX691126MTSCGRGR7,Alejandra,Garza,Rivera,Mujer,1969,51,Tamaulipas,Reynosa,Col. Sur,28501,2647,009,26.112238,-98.269155,Secundaria,Soltero(a),0,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,1.4,Católica,No
610,OFBQ810525MTSCYBHR6,Laura,Longoria,López,Mujer,1981,39,Tamaulipas,Matamoros,Barrio Antiguo,28500,1578,017,25.856376,-97.494209,Preparatoria,Soltero(a),2,Casa propia (crédito),Sí,Sí,Sí,Sí,No,2.39,Católica,No
611,EZIC820216HTSFSGPN6,Andrés,Treviño,Morales,Hombre,1982,38,Tamaulipas,Ciudad Victoria,Col. Oriente,28350,1936,020,23.75287,-99.123,Licenciatura,Unión libre,2,Casa rentada,Sí,Sí,Sí,Sí,No,3.52,Católica,No
612,WYXW930101MTSDGDJZ4,Verónica,Díaz,López,Mujer,1993,27,Tamaulipas,Ciudad Victoria,Centro Histórico,28818,7770,029,23.731344,-99.105982,Posgrado,Unión libre,0,Casa rentada,Sí,Sí,Sí,Sí,No,3.94,Católica,No
613,GHWS940908HTSHKTNS4,Alejandro,Garza,Villarreal,Hombre,1994,26,Tamaulipas,Tampico,Col. Sur,28978,4293,018,22.280995,-97.865227,Licenciatura,Viudo(a),2,Cuarto en vecindad,Sí,Sí,Sí,Sí,Sí,2.29,Cristiana evangélica,No
614,JNGM011211MTSDSHQB4,Elena,Hernández,Díaz,Mujer,2001,19,Tamaulipas,Nuevo Laredo,Col. Moderna,28481,3702,037,27.470998,-99.506115,Preparatoria,Separado(a),1,Casa propia pagada,Sí,Sí,Sí,Sí,Sí,2.6,Católica,No
